field,count,count_null,max,mean,min,stddev_samp,state,year
AGE,209055,18,109.00,44.23,0.00,28.19,NM,2010
AGEDAY,28963,180110,364.00,15.20,0.00,56.14,NM,2010
AGEMONTH,35162,173911,131.00,10.00,0.00,25.67,NM,2010
AHOUR,145696,63377,2359.00,1496.71,1.00,525.53,NM,2010
AMONTH,209072,1,12.00,6.45,1.00,3.45,NM,2010
ASOURCE,39892,169181,5.00,3.41,1.00,1.90,NM,2010
ATYPE,208128,945,4.00,2.12,1.00,1.10,NM,2010
AWEEKEND,209069,4,1.00,0.20,0.00,0.40,NM,2010
BWT,23733,185340,9124.00,3219.30,240.00,664.01,NM,2010
DHOUR,178560,30513,2359.00,1396.62,1.00,355.75,NM,2010
DIED,209039,34,1.00,0.02,0.00,0.13,NM,2010
DISPUB04,209039,34,70.00,4.18,1.00,11.35,NM,2010
DISPUNIFORM,209039,34,99.00,2.16,1.00,3.01,NM,2010
DQTR,209073,0,4.00,2.49,1.00,1.12,NM,2010
DRG,209073,0,999.00,571.92,3.00,267.35,NM,2010
DRG24,209073,0,579.00,323.23,1.00,154.20,NM,2010
DRGVER,209073,0,28.00,27.25,27.00,0.43,NM,2010
DRG_NoPOA,209073,0,999.00,571.84,3.00,267.32,NM,2010
DXCCS1,208837,236,670.00,198.69,1.00,149.20,NM,2010
DXCCS2,199120,9953,670.00,181.58,1.00,162.05,NM,2010
DXCCS3,179099,29974,670.00,181.61,1.00,166.07,NM,2010
DXCCS4,159100,49973,670.00,181.35,1.00,170.16,NM,2010
DXCCS5,140689,68384,670.00,182.26,1.00,172.88,NM,2010
DXCCS6,123680,85393,670.00,183.62,1.00,174.12,NM,2010
DXCCS7,108362,100711,670.00,186.83,1.00,175.99,NM,2010
DXCCS8,94126,114947,670.00,187.78,1.00,175.08,NM,2010
DXCCS9,81087,127986,670.00,188.88,1.00,174.29,NM,2010
DXCCS10,66950,142123,670.00,190.61,1.00,173.84,NM,2010
DXCCS11,57607,151466,670.00,192.06,1.00,172.59,NM,2010
DXCCS12,49362,159711,670.00,191.45,1.00,169.45,NM,2010
DXCCS13,42169,166904,670.00,194.02,1.00,170.42,NM,2010
DXCCS14,35821,173252,670.00,193.88,1.00,169.10,NM,2010
DXCCS15,30486,178587,670.00,194.04,1.00,167.66,NM,2010
DXCCS16,25029,184044,670.00,194.93,1.00,165.79,NM,2010
DXCCS17,20593,188480,670.00,192.78,1.00,164.02,NM,2010
DXCCS18,16971,192102,670.00,194.70,1.00,163.90,NM,2010
DaysToEvent,204093,4980,18622.00,15427.06,12155.00,1742.11,NM,2010
E_CCS1,40239,168834,2621.00,2530.93,662.00,394.62,NM,2010
E_CCS2,31846,177227,2621.00,2554.61,662.00,343.97,NM,2010
E_CCS3,13641,195432,2621.00,2550.55,662.00,351.67,NM,2010
E_CCS4,3436,205637,2621.00,2550.21,662.00,351.48,NM,2010
E_CCS5,1395,207678,2621.00,2553.27,662.00,353.30,NM,2010
E_CCS6,1391,207682,2621.00,2586.78,662.00,249.69,NM,2010
E_CCS7,334,208739,2621.00,2572.54,662.00,299.75,NM,2010
E_CCS8,66,209007,2621.00,2619.11,2603.00,2.85,NM,2010
E_CCS9,17,209056,2621.00,2619.12,2613.00,2.29,NM,2010
E_CCS10,2,209071,2621.00,2619.00,2617.00,2.83,NM,2010
FEMALE,209035,38,1.00,0.59,0.00,0.49,NM,2010
HCUP_ED,209073,0,4.00,0.85,0.00,1.63,NM,2010
HCUP_OS,209073,0,0.00,0.00,0.00,0.00,NM,2010
HOSPBRTH,209073,0,1.00,0.12,0.00,0.32,NM,2010
LOS,209017,56,365.00,4.81,0.00,9.19,NM,2010
LOS_X,209072,1,4060.00,4.99,-324.00,19.97,NM,2010
MDC,209073,0,25.00,10.68,0.00,5.80,NM,2010
MDC24,209073,0,25.00,10.69,0.00,5.80,NM,2010
MDC_NoPOA,209073,0,25.00,10.68,0.00,5.79,NM,2010
MDNUM1_R,208548,525,3980.00,1517.32,1.00,987.55,NM,2010
MDNUM2_R,132095,76978,4215.00,1637.80,1.00,1013.21,NM,2010
MEDINCSTQ,193968,15105,4.00,2.45,1.00,1.09,NM,2010
NCHRONIC,209073,0,17.00,3.41,0.00,3.11,NM,2010
NDX,209073,0,18.00,7.84,0.00,5.06,NM,2010
NECODE,209073,0,10.00,0.44,0.00,1.03,NM,2010
NEOMAT,209073,0,3.00,0.39,0.00,0.70,NM,2010
NPR,209073,0,6.00,1.43,0.00,1.63,NM,2010
ORPROC,209073,0,1.00,0.27,0.00,0.45,NM,2010
PAY1,203064,6009,6.00,2.46,1.00,1.49,NM,2010
PAY2,87093,121980,6.00,2.78,1.00,1.60,NM,2010
PL_CBSA,201940,7133,2.00,1.58,0.00,0.57,NM,2010
PL_MSA1993,201940,7133,1.00,0.57,0.00,0.50,NM,2010
PL_NCHS2006,201940,7133,6.00,4.01,3.00,0.95,NM,2010
PL_RUCA10_2005,193358,15715,10.00,2.75,1.00,2.48,NM,2010
PL_RUCA2005,193358,15715,10.60,2.78,1.00,2.55,NM,2010
PL_RUCA4_2005,193358,15715,4.00,1.55,1.00,0.83,NM,2010
PL_RUCC2003,201940,7133,9.00,3.55,2.00,1.73,NM,2010
PL_UIC2003,201940,7133,12.00,3.84,2.00,2.58,NM,2010
PL_UR_CAT4,201940,7133,4.00,2.43,2.00,0.59,NM,2010
PNUM_R,204174,4899,327761.00,240765.40,1.00,58286.21,NM,2010
PRCCS1,129722,79351,231.00,133.12,1.00,61.80,NM,2010
PRCCS2,78901,130172,231.00,140.51,1.00,65.80,NM,2010
PRCCS3,42547,166526,231.00,133.46,1.00,68.12,NM,2010
PRCCS4,23187,185886,231.00,131.20,1.00,70.25,NM,2010
PRCCS5,14631,194442,231.00,128.57,1.00,73.46,NM,2010
PRCCS6,10276,198797,231.00,129.17,1.00,74.26,NM,2010
PRDAY1,129696,79377,183.00,1.17,-4.00,3.34,NM,2010
PRDAY2,78589,130484,179.00,1.39,-4.00,3.82,NM,2010
PRDAY3,42370,166703,234.00,1.77,-4.00,4.84,NM,2010
PRDAY4,23029,186044,179.00,2.32,-4.00,5.90,NM,2010
PRDAY5,14589,194484,179.00,2.98,-3.00,7.39,NM,2010
PRDAY6,10249,198824,138.00,3.47,-3.00,7.92,NM,2010
PROCTYPE,209073,0,1.00,0.62,0.00,0.49,NM,2010
PSTCO,208774,299,35061.00,35022.88,35001.00,20.05,NM,2010
PSTCO2,208774,299,35061.00,35022.88,35001.00,20.05,NM,2010
RACE,195275,13798,6.00,2.29,1.00,1.40,NM,2010
TOTCHG,208792,281,1465939.00,22244.88,100.00,35406.49,NM,2010
TOTCHG_X,208831,242,2820036.00,22296.41,3.00,36936.15,NM,2010
TRAN_IN,205442,3631,2.00,0.10,0.00,0.35,NM,2010
TRAN_OUT,209039,34,2.00,0.21,0.00,0.58,NM,2010
VisitLink,204097,4976,327682.00,238339.35,5.00,58977.17,NM,2010
YEAR,209073,0,2010.00,2010.00,2010.00,0.00,NM,2010
ZIPINC_QRTL,193968,15105,4.00,1.78,1.00,0.88,NM,2010
HOSPID,209065,8,35051.00,35022.68,35001.00,17.13,NM,2010
AYEAR,209069,4,2010.00,2009.99,1999.00,0.12,NM,2010
DMONTH,209073,0,12.00,6.47,1.00,3.45,NM,2010
BMONTH,209069,4,12.00,6.55,1.00,3.43,NM,2010
BYEAR,209069,4,2010.00,1965.32,1901.00,28.29,NM,2010
PRMONTH1,129697,79376,12.00,6.50,1.00,3.44,NM,2010
PRMONTH2,78590,130483,12.00,6.49,1.00,3.44,NM,2010
PRMONTH3,42371,166702,12.00,6.46,1.00,3.43,NM,2010
