field,count,count_null,max,mean,min,stddev_samp,state,year
AGE,306408,26,119.00,45.99,0.00,27.15,NV,2009
AGEDAY,39902,266532,364.00,9.97,0.00,45.43,NV,2009
AGEMONTH,46253,260181,131.00,8.22,0.00,24.01,NV,2009
AHOUR,306433,1,2300.00,1254.42,0.00,648.88,NV,2009
AMONTH,306434,0,12.00,6.47,1.00,3.45,NV,2009
ASOURCE,39853,266581,5.00,2.83,1.00,1.81,NV,2009
ATYPE,302018,4416,5.00,2.14,1.00,1.09,NV,2009
AWEEKEND,306434,0,1.00,0.21,0.00,0.41,NV,2009
DHOUR,306407,27,2300.00,1517.42,0.00,367.13,NV,2009
DIED,306318,116,1.00,0.02,0.00,0.14,NV,2009
DISPUB04,306318,116,99.00,6.68,1.00,16.98,NV,2009
DISPUNIFORM,306318,116,99.00,3.23,1.00,9.44,NV,2009
DQTR,306434,0,4.00,2.49,1.00,1.12,NV,2009
DRG,306434,0,999.00,546.99,3.00,271.44,NV,2009
DRG24,306434,0,579.00,319.46,1.00,158.14,NV,2009
DRGVER,306434,0,27.00,26.25,26.00,0.43,NV,2009
DRG_NoPOA,306434,0,999.00,546.60,3.00,271.22,NV,2009
DXCCS1,306362,72,670.00,177.26,1.00,117.43,NV,2009
DXCCS2,293725,12709,670.00,161.23,1.00,135.11,NV,2009
DXCCS3,257045,49389,670.00,165.81,1.00,148.55,NV,2009
DXCCS4,226081,80353,670.00,169.94,1.00,157.56,NV,2009
DXCCS5,199429,107005,670.00,174.15,1.00,164.25,NV,2009
DXCCS6,175052,131382,670.00,176.44,1.00,167.06,NV,2009
DXCCS7,153654,152780,670.00,177.96,1.00,167.46,NV,2009
DXCCS8,134284,172150,670.00,179.18,1.00,167.82,NV,2009
DXCCS9,116759,189675,670.00,180.88,1.00,167.69,NV,2009
DXCCS10,100118,206316,670.00,180.83,1.00,166.93,NV,2009
DXCCS11,85920,220514,670.00,181.95,1.00,165.54,NV,2009
DXCCS12,73358,233076,670.00,182.52,1.00,165.64,NV,2009
DXCCS13,61871,244563,670.00,182.62,1.00,163.70,NV,2009
DXCCS14,51661,254773,670.00,181.89,1.00,162.45,NV,2009
DXCCS15,43393,263041,670.00,182.35,1.00,161.93,NV,2009
DXCCS16,36287,270147,670.00,182.41,1.00,160.26,NV,2009
DXCCS17,29510,276924,670.00,181.72,1.00,158.24,NV,2009
DXCCS18,23348,283086,670.00,181.87,1.00,158.11,NV,2009
DXCCS19,14948,291486,670.00,181.51,1.00,158.54,NV,2009
DXCCS20,11825,294609,670.00,183.39,1.00,159.10,NV,2009
DXCCS21,9138,297296,670.00,179.34,1.00,155.10,NV,2009
DXCCS22,4386,302048,670.00,187.09,1.00,160.00,NV,2009
DXCCS23,3617,302817,670.00,186.80,1.00,159.11,NV,2009
DXCCS24,2924,303510,663.00,181.65,1.00,154.64,NV,2009
DXCCS25,2093,304341,670.00,186.02,1.00,157.37,NV,2009
DXCCS26,585,305849,670.00,183.13,2.00,166.90,NV,2009
DXCCS27,454,305980,663.00,188.41,2.00,166.31,NV,2009
DXCCS28,336,306098,663.00,165.22,2.00,145.76,NV,2009
DXCCS29,249,306185,663.00,178.71,3.00,176.64,NV,2009
DXCCS30,190,306244,663.00,190.37,2.00,176.79,NV,2009
DXCCS31,137,306297,663.00,181.35,3.00,175.40,NV,2009
DXCCS32,99,306335,663.00,161.11,3.00,116.78,NV,2009
DXCCS33,72,306362,663.00,182.65,2.00,173.94,NV,2009
E_CCS1,47387,259047,2621.00,2549.16,662.00,347.20,NV,2009
E_CCS2,25975,280459,2621.00,2586.25,662.00,254.07,NV,2009
E_CCS3,4600,301834,2621.00,2526.68,662.00,412.96,NV,2009
FEMALE,306398,36,1.00,0.57,0.00,0.49,NV,2009
HCUP_ED,306434,0,4.00,0.67,0.00,0.88,NV,2009
HCUP_OS,306434,0,1.00,0.04,0.00,0.20,NV,2009
HOSPBRTH,306434,0,1.00,0.12,0.00,0.32,NV,2009
Homeless,306434,0,0.00,0.00,0.00,0.00,NV,2009
INTENSIVECARE,306434,0,99.00,8.14,0.00,27.19,NV,2009
LOS,306423,11,357.00,4.85,0.00,8.09,NV,2009
LOS_X,306434,0,550.00,4.87,0.00,8.56,NV,2009
MDC,306434,0,25.00,10.12,0.00,5.80,NV,2009
MDC24,306434,0,25.00,10.14,0.00,5.81,NV,2009
MDNUM1_R,273923,32511,8721.00,5144.39,5.00,2218.86,NV,2009
MDNUM2_R,178144,128290,8721.00,5082.06,2.00,2406.12,NV,2009
MEDINCSTQ,295862,10572,4.00,2.38,1.00,1.13,NV,2009
NCHRONIC,306434,0,21.00,3.46,0.00,3.21,NV,2009
NDX,306434,0,33.00,7.89,0.00,5.50,NV,2009
NECODE,306434,0,3.00,0.25,0.00,0.65,NV,2009
NEOMAT,306434,0,3.00,0.37,0.00,0.69,NV,2009
NPR,306434,0,12.00,1.57,0.00,2.02,NV,2009
ORPROC,306434,0,1.00,0.27,0.00,0.44,NV,2009
PAY1,306213,221,6.00,2.48,1.00,1.31,NV,2009
PAY2,133942,172492,6.00,3.15,1.00,1.44,NV,2009
PL_NCHS2006,305116,1318,6.00,1.86,1.00,1.46,NV,2009
PL_RUCA10_2005,284297,22137,10.00,1.60,1.00,1.77,NV,2009
PL_RUCA2005,284297,22137,10.60,1.61,1.00,1.82,NV,2009
PL_RUCA4_2005,284297,22137,4.00,1.18,1.00,0.57,NV,2009
PL_RUCC2003,305116,1318,9.00,1.74,1.00,1.55,NV,2009
PL_UIC2003,305116,1318,12.00,1.72,1.00,1.72,NV,2009
PL_UR_CAT4,305116,1318,4.00,1.45,1.00,0.81,NV,2009
PRCCS1,192636,113798,231.00,129.36,1.00,66.60,NV,2009
PRCCS2,111205,195229,231.00,126.80,1.00,69.53,NV,2009
PRCCS3,63697,242737,231.00,120.07,1.00,73.30,NV,2009
PRCCS4,38748,267686,231.00,122.01,1.00,73.41,NV,2009
PRCCS5,25808,280626,231.00,122.76,1.00,75.04,NV,2009
PRCCS6,18264,288170,231.00,123.02,1.00,74.87,NV,2009
PRCCS7,11515,294919,231.00,127.71,1.00,76.96,NV,2009
PRCCS8,7739,298695,231.00,141.31,1.00,78.50,NV,2009
PRCCS9,5035,301399,231.00,143.05,1.00,78.77,NV,2009
PRCCS10,3403,303031,231.00,142.29,1.00,79.82,NV,2009
PRCCS11,1541,304893,231.00,147.87,3.00,79.29,NV,2009
PRCCS12,7,306427,231.00,191.29,169.00,28.24,NV,2009
PRDAY1,192719,113715,211.00,1.29,-4.00,3.78,NV,2009
PRDAY2,111352,195082,284.00,1.71,-4.00,4.72,NV,2009
PRDAY3,63809,242625,318.00,2.24,-4.00,5.63,NV,2009
PRDAY4,38855,267579,327.00,2.85,-4.00,6.97,NV,2009
PRDAY5,25910,280524,323.00,3.44,-4.00,8.09,NV,2009
PRDAY6,18356,288078,295.00,3.95,-4.00,8.93,NV,2009
PRDAY7,11511,294923,228.00,4.59,-2.00,9.69,NV,2009
PRDAY8,7734,298700,228.00,5.91,-2.00,11.64,NV,2009
PRDAY9,5033,301401,216.00,7.10,-2.00,12.77,NV,2009
PRDAY10,3400,303034,193.00,8.74,-2.00,14.49,NV,2009
PRDAY11,1541,304893,193.00,8.89,-1.00,14.91,NV,2009
PRDAY12,7,306427,42.00,19.14,7.00,13.45,NV,2009
PROCTYPE,306434,0,1.00,0.63,0.00,0.48,NV,2009
PSTCO,305119,1315,72127.00,30902.58,1001.00,5853.20,NV,2009
RACE,298790,7644,6.00,1.73,1.00,1.20,NV,2009
